Fold,Alpha,kNN,Clase,Accuracy,Presicion,Recall,F1_score
5,23,5,6,0.997131931166,0.978494623656,0.992727272727,0.985559566787
5,23,5,7,0.994502868069,0.971655328798,0.976082004556,0.973863636364
5,23,5,8,0.994144359465,0.974968710889,0.964108910891,0.969508400747
5,23,5,9,0.989722753346,0.942080378251,0.955635491607,0.94880952381
5,23,5,average,0.994837476099,0.974047690396,0.973952290364,0.973969684064
5,23,6,0,0.99832675989,0.989130434783,0.993932038835,0.991525423729
5,23,6,1,0.997968208438,0.987234042553,0.994640943194,0.990923651895
5,23,6,2,0.995816899725,0.981862152358,0.975961538462,0.978902953586
5,23,6,3,0.992709453807,0.972972972973,0.956120092379,0.96447291788
5,23,6,4,0.99498027967,0.980024968789,0.96794081381,0.973945409429
5,23,6,5,0.994502211067,0.969536423841,0.969536423841,0.969536423841
5,23,6,6,0.996773036931,0.976162097735,0.991525423729,0.983783783784
5,23,6,7,0.994502211067,0.970554926387,0.977194982896,0.973863636364
5,23,6,8,0.993785108163,0.974937343358,0.96049382716,0.967661691542
5,23,6,9,0.98996055934,0.943195266272,0.956782713085,0.949940405244
5,23,6,average,0.99493247281,0.974561062905,0.974412879739,0.97445562973
5,23,7,0,0.998206814106,0.989117291415,0.992718446602,0.990914597214
5,23,7,1,0.997369994023,0.983050847458,0.993576017131,0.988285410011
5,23,7,2,0.995576808129,0.980629539952,0.974729241877,0.977670488835
5,23,7,3,0.992349073521,0.972877358491,0.952655889145,0.962660443407
5,23,7,4,0.994381350867,0.979924717691,0.961822660099,0.970789310131
5,23,7,5,0.99426180514,0.968253968254,0.968253968254,0.968253968254
5,23,7,6,0.996413628213,0.972651605232,0.991515151515,0.981992797119
5,23,7,7,0.994142259414,0.970454545455,0.973774230331,0.972111553785
5,23,7,8,0.993664076509,0.974842767296,0.959158415842,0.966936993138
5,23,7,9,0.98983861327,0.938895417156,0.960336538462,0.949494949495
5,23,7,average,0.994620442319,0.97306980584,0.972854055926,0.972911051139
5,23,8,0,0.998327159756,0.989117291415,0.993924665857,0.991515151515
5,23,8,1,0.997012785279,0.979936642027,0.993576017131,0.986709197236
5,23,8,2,0.995578922213,0.980652962515,0.974759615385,0.977697408077
5,23,8,3,0.992352730314,0.972909305065,0.952710495963,0.962703962704
5,23,8,4,0.994742502091,0.981203007519,0.964285714286,0.972670807453
5,23,8,5,0.994145059147,0.96821192053,0.966931216931,0.967571144937
5,23,8,6,0.996534830924,0.97380952381,0.991515151515,0.982582582583
5,23,8,7,0.994145059147,0.970488081725,0.973804100228,0.972143263218
5,23,8,8,0.993428127614,0.972431077694,0.959208899876,0.965774735532
5,23,8,9,0.990201935715,0.943329397875,0.959183673469,0.95119047619
5,23,8,average,0.99464691122,0.973208921017,0.972989955064,0.973055872945
5,24,2,0,0.998684525233,0.993924665857,0.992718446602,0.993321190043
5,24,2,1,0.998086582157,0.989327641409,0.993569131833,0.991443850267
5,24,2,2,0.995694809854,0.978339350181,0.978339350181,0.978339350181
5,24,2,3,0.991270031093,0.963742690058,0.951501154734,0.957582800697
5,24,2,4,0.994140157857,0.97270471464,0.966707768187,0.969696969697
5,24,2,5,0.993542214781,0.966711051931,0.961589403974,0.964143426295
5,24,2,6,0.997010284621,0.978468899522,0.991515151515,0.984948826008
5,24,2,7,0.993542214781,0.970285714286,0.968072976055,0.969178082192
5,24,2,8,0.993303037551,0.97,0.960396039604,0.965174129353
5,24,2,9,0.988758670175,0.935141509434,0.953125,0.944047619048
5,24,2,average,0.99440325281,0.971864623732,0.971753442268,0.971787624378
5,24,3,0,0.998923959828,0.992718446602,0.99634591961,0.99452887538
5,24,3,1,0.997728359637,0.986170212766,0.993569131833,0.989855846236
5,24,3,2,0.995695839311,0.979518072289,0.977163461538,0.978339350181
5,24,3,3,0.992109038737,0.970657276995,0.952764976959,0.961627906977
5,24,3,4,0.994739359158,0.977584059776,0.96794081381,0.972738537794
5,24,3,5,0.994380679101,0.96949602122,0.96821192053,0.968853545394
5,24,3,6,0.996891439503,0.976133651551,0.992718446602,0.984356197353
5,24,3,7,0.994380679101,0.973744292237,0.972633979475,0.973188819167
5,24,3,8,0.994261119082,0.975,0.965346534653,0.970149253731
5,24,3,9,0.989717838355,0.942148760331,0.955688622754,0.94887039239
5,24,3,average,0.994882831181,0.974317079377,0.974238380777,0.97425087246
5,24,4,0,0.998565622759,0.991525423729,0.993932038835,0.992727272727
5,24,4,1,0.997728902701,0.986184909671,0.993576017131,0.989866666667
5,24,4,2,0.996174994023,0.981927710843,0.979567307692,0.980746089049
5,24,4,3,0.992947645231,0.975323149236,0.956221198157,0.965677719604
5,24,4,4,0.995218742529,0.980074719801,0.970406905055,0.97521685254
5,24,4,5,0.994860148219,0.972111553785,0.970822281167,0.971466489715
5,24,4,6,0.997011714081,0.977299880526,0.992718446602,0.984948826008
5,24,4,7,0.994501553909,0.974857142857,0.972633979475,0.973744292237
5,24,4,8,0.994382022472,0.975031210986,0.966584158416,0.970789310131
5,24,4,9,0.990317953622,0.943462897527,0.960431654676,0.951871657754
5,24,4,average,0.995170929955,0.975779859896,0.975689398721,0.975705517643
5,24,5,0,0.998684210526,0.990326481258,0.996350364964,0.993329290479
5,24,5,1,0.997846889952,0.987234042553,0.993576017131,0.990394877268
5,24,5,2,0.995933014354,0.981862152358,0.977135980746,0.979493365501
5,24,5,3,0.992703349282,0.974087161366,0.954965357968,0.96443148688
5,24,5,4,0.994976076555,0.980024968789,0.96794081381,0.973945409429
5,24,5,5,0.994976076555,0.970899470899,0.973474801061,0.972185430464
5,24,5,6,0.997129186603,0.979640718563,0.991515151515,0.985542168675
5,24,5,7,0.994497607656,0.971590909091,0.97602739726,0.973804100228
5,24,5,8,0.994497607656,0.97625,0.966584158416,0.971393034826
5,24,5,9,0.99043062201,0.945562130178,0.959183673469,0.952324195471
5,24,5,average,0.995167464115,0.975747803505,0.975675371634,0.975684335922
5,24,6,0,0.998565108215,0.990326481258,0.995139732685,0.992727272727
5,24,6,1,0.997967236638,0.987234042553,0.994640943194,0.990923651895
5,24,6,2,0.996054047591,0.981884057971,0.978339350181,0.980108499096
5,24,6,3,0.992705966758,0.975235849057,0.953863898501,0.96443148688
5,24,6,4,0.995097453067,0.980049875312,0.969173859433,0.974581525108
5,24,6,5,0.994738730121,0.970822281167,0.970822281167,0.970822281167
5,24,6,6,0.996771493483,0.976133651551,0.991515151515,0.983764281419
5,24,6,7,0.994140858544,0.969422423556,0.974943052392,0.972174900625
5,24,6,8,0.994260432859,0.975,0.965346534653,0.970149253731
5,24,6,9,0.990434054765,0.946619217082,0.957983193277,0.952267303103
5,24,6,average,0.995073538204,0.975272787951,0.9751767997,0.975195045575
5,24,7,0,0.998564421582,0.990314769976,0.995133819951,0.992718446602
5,24,7,1,0.997368106233,0.983050847458,0.993576017131,0.988285410011
5,24,7,2,0.995932527814,0.983009708738,0.975903614458,0.979443772672
5,24,7,3,0.992343581768,0.972909305065,0.952710495963,0.962703962704
5,24,7,4,0.994975475535,0.98243412798,0.965474722565,0.973880597015
5,24,7,5,0.994736212466,0.968337730871,0.973474801061,0.970899470899
5,24,7,6,0.996769948558,0.976133651551,0.991515151515,0.983764281419
5,24,7,7,0.994257686326,0.972633979475,0.972633979475,0.972633979475
5,24,7,8,0.994018423256,0.974905897114,0.96282527881,0.968827930175
5,24,7,9,0.990309845675,0.942285041225,0.961538461538,0.951814396193
5,24,7,average,0.994927622921,0.974601505945,0.974478634247,0.974497224717
5,24,8,0,0.998206814106,0.987922705314,0.993924665857,0.990914597214
5,24,8,1,0.997489539749,0.983050847458,0.994640943194,0.988811933937
5,24,8,2,0.995576808129,0.980629539952,0.974729241877,0.977670488835
5,24,8,3,0.992827256426,0.975235849057,0.954965357968,0.964994165694
5,24,8,4,0.995098625224,0.982456140351,0.966707768187,0.974518334369
5,24,8,5,0.99426180514,0.965789473684,0.970899470899,0.968337730871
5,24,8,6,0.996891811118,0.978468899522,0.990314769976,0.984356197353
5,24,8,7,0.994381350867,0.971558589306,0.974885844749,0.973219373219
5,24,8,8,0.994381350867,0.976220275344,0.965346534653,0.970752955818
5,24,8,9,0.990436341901,0.945690672963,0.959281437126,0.952437574316
