Fold,Alpha,kNN,Clase,Accuracy,Presicion,Recall,F1_score
10,0,1,0,0.998319731157,0.985576923077,0.997566909976,0.9915356711
10,0,1,1,0.997359577532,0.976890756303,1.0,0.988310308183
10,0,1,2,0.995919347096,0.99012345679,0.968599033816,0.979242979243
10,0,1,3,0.992798847816,0.963048498845,0.967517401392,0.965277777778
10,0,1,4,0.994719155065,0.979949874687,0.965432098765,0.97263681592
10,0,1,5,0.993999039846,0.968,0.965425531915,0.966711051931
10,0,1,6,0.997839654345,0.985507246377,0.992700729927,0.989090909091
10,0,1,7,0.99375900144,0.96388261851,0.977116704805,0.970454545455
10,0,1,8,0.993278924628,0.986979166667,0.942786069652,0.964376590331
10,0,1,9,0.991118578973,0.947743467933,0.963768115942,0.955688622754
10,0,1,average,0.99491118579,0.974770200919,0.974091259619,0.974332527179
10,0,10,0,0.998080614203,0.983213429257,0.997566909976,0.990338164251
10,0,10,1,0.994481765835,0.952868852459,1.0,0.975865687303
10,0,10,2,0.99472168906,0.99,0.95652173913,0.972972972973
10,0,10,3,0.993522072937,0.967592592593,0.969837587007,0.968713789108
10,0,10,4,0.995441458733,0.987341772152,0.965346534653,0.976220275344
10,0,10,5,0.99424184261,0.970666666667,0.965517241379,0.968085106383
10,0,10,6,0.997600767754,0.980769230769,0.99512195122,0.98789346247
10,0,10,7,0.993042226488,0.961625282167,0.972602739726,0.967082860386
10,0,10,8,0.992802303263,0.994694960212,0.930521091811,0.961538461538
10,0,10,9,0.990882917466,0.943529411765,0.966265060241,0.954761904762
10,0,10,average,0.994481765835,0.973230219804,0.971930085514,0.972347268452
10,0,100,0,0.99519346311,0.962174940898,0.990267639903,0.976019184652
10,0,100,1,0.981494832973,0.857933579336,1.0,0.923535253227
10,0,100,2,0.987983657775,0.991847826087,0.885922330097,0.935897435897
10,0,100,3,0.987022350397,0.937209302326,0.937209302326,0.937209302326
10,0,100,4,0.990627253064,0.981530343008,0.920792079208,0.950191570881
10,0,100,5,0.989665945686,0.953551912568,0.930666666667,0.941970310391
10,0,100,6,0.993991828887,0.961722488038,0.978102189781,0.96984318456
10,0,100,7,0.987022350397,0.934240362812,0.942791762014,0.938496583144
10,0,100,8,0.98509973564,0.982954545455,0.860696517413,0.917771883289
10,0,100,9,0.982215813506,0.884615384615,0.944444444444,0.913551401869
10,0,100,average,0.988031723143,0.944778068514,0.939089293185,0.940448611024
10,0,20,0,0.997357674754,0.978468899522,0.995133819951,0.986731001206
10,0,20,1,0.991832812875,0.931863727455,1.0,0.964730290456
10,0,20,2,0.993754503963,0.994884910486,0.941888619855,0.967661691542
10,0,20,3,0.992553447033,0.960739030023,0.967441860465,0.964078794902
10,0,20,4,0.994955560894,0.989769820972,0.957920792079,0.97358490566
10,0,20,5,0.993274081191,0.967741935484,0.957446808511,0.96256684492
10,0,20,6,0.996637040596,0.976019184652,0.990267639903,0.98309178744
10,0,20,7,0.991832812875,0.952808988764,0.970251716247,0.961451247166
10,0,20,8,0.991352390103,0.991935483871,0.917910447761,0.953488372093
10,0,20,9,0.989670910401,0.936470588235,0.961352657005,0.948748510131
10,0,20,average,0.993322123469,0.968070256946,0.965961436178,0.966613344552
10,0,30,0,0.996640268778,0.971496437055,0.995133819951,0.983173076923
10,0,30,1,0.990160787137,0.918972332016,1.0,0.957775489186
10,0,30,2,0.991840652748,0.989690721649,0.927536231884,0.957605985037
10,0,30,3,0.990880729542,0.953810623557,0.958236658933,0.956018518519
10,0,30,4,0.993280537557,0.984575835476,0.945679012346,0.964735516373
10,0,30,5,0.993040556755,0.965053763441,0.957333333333,0.961178045515
10,0,30,6,0.996160307175,0.973621103118,0.987834549878,0.980676328502
10,0,30,7,0.99064074874,0.950338600451,0.961187214612,0.955732122588
10,0,30,8,0.989680825534,0.989130434783,0.903225806452,0.944228274968
10,0,30,9,0.98752099832,0.920930232558,0.95652173913,0.938388625592
