Fold,Alpha,kNN,Clase,Accuracy,Presicion,Recall,F1_score
2,1,50,average,0.858451711317,0.254798902474,0.282714704865,0.263875781675
2,10,1,average,0.980813426787,0.902967520312,0.902963445461,0.902832129984
2,10,10,average,0.984165117498,0.92028642386,0.920031499924,0.919872746046
2,10,100,average,0.978425016684,0.892347276904,0.890906994107,0.890937546998
2,10,20,average,0.983339691017,0.916436158764,0.915908366293,0.915773037337
2,10,30,average,0.982279204995,0.911250755666,0.910531295946,0.910435216672
2,10,5,average,0.984095351609,0.919708982706,0.919639334307,0.919463889448
2,10,50,average,0.981028647695,0.905200308084,0.904138999279,0.904123505066
2,100,1,average,0.993306317044,0.966596683543,0.966067239059,0.966243592004
2,100,10,average,0.992697459364,0.964232030963,0.962979711458,0.963360485283
2,100,100,average,0.98544587506,0.931932078846,0.926052708508,0.927414629111
2,100,20,average,0.991332125489,0.957952438037,0.956015679052,0.956575941433
2,100,30,average,0.989921815408,0.951399133282,0.948881980071,0.949560541955
2,100,5,average,0.993517944807,0.96802178006,0.967151288076,0.967442586632
2,100,50,average,0.988138825324,0.943424442925,0.939829814851,0.940720711556
2,20,1,average,0.992048813042,0.959989224315,0.959926455681,0.959930900366
2,20,10,average,0.992428360273,0.962063922974,0.961775077685,0.961847543713
2,20,100,average,0.986672386672,0.93446435782,0.932619884803,0.93305099536
2,20,20,average,0.991305591306,0.956589441935,0.956116649365,0.956226354904
2,20,30,average,0.990341802927,0.951962514077,0.951268753622,0.951455361654
2,20,5,average,0.99288541319,0.964298511037,0.964151664186,0.964175719998
2,20,50,average,0.989055200686,0.945803168855,0.944718101573,0.944997277107
2,3,1,average,0.887434455143,0.429695192737,0.429174776801,0.429402771086
2,3,10,average,0.900071513707,0.488204149986,0.49240872937,0.489493957789
2,3,100,average,0.906222285796,0.519101569963,0.523496565805,0.518260549931
2,3,20,average,0.903008343266,0.502721724038,0.507232346836,0.503406160754
2,3,30,average,0.903976351674,0.507946989554,0.512143169532,0.507979741612
2,3,5,average,0.896343614435,0.469816805222,0.473671349771,0.471430361225
2,3,50,average,0.905115613826,0.513689221177,0.517818821197,0.513278212856
2,30,1,average,0.993439809297,0.967003072123,0.966914962938,0.966934963814
2,30,10,average,0.993488106021,0.967571897502,0.967125442757,0.96726370779
2,30,100,average,0.987424921346,0.938821491978,0.936338617762,0.936985170403
2,30,20,average,0.992277624178,0.961688996021,0.961011423971,0.961213030464
2,30,30,average,0.991402154227,0.957507193606,0.956607614109,0.956862839723
2,30,5,average,0.993954707986,0.969815504832,0.969517063731,0.969611512048
2,30,50,average,0.989892247545,0.950383180049,0.948942097578,0.949344673357
2,5,1,average,0.937322399161,0.682551973878,0.682714468848,0.682556147617
2,5,10,average,0.949439862707,0.745062847726,0.744435209227,0.743755194654
2,5,100,average,0.949210890192,0.745241456989,0.743187903215,0.741919122769
2,5,20,average,0.950739010203,0.752327610872,0.751088609933,0.750250871007
2,5,30,average,0.950757936886,0.752404787766,0.751178885698,0.750151613328
2,5,5,average,0.946994613661,0.732083922857,0.731916691118,0.731399873695
2,5,50,average,0.950150178784,0.749871046995,0.748076952979,0.747057202446
2,50,1,average,0.993678489703,0.968285272607,0.968080059274,0.968143849315
2,50,10,average,0.993469971401,0.967677287656,0.966984003628,0.967203530797
2,50,100,average,0.986850386192,0.93706174201,0.933340461331,0.934259900986
2,50,20,average,0.99210563951,0.961150239725,0.960015581829,0.960378882218
2,50,30,average,0.991143102298,0.956605189211,0.955184667341,0.955609129686
2,50,5,average,0.994269368296,0.97152898834,0.971027900241,0.971203456645
2,50,50,average,0.989379349795,0.9483925407,0.946237501412,0.946830453023
5,0,1,average,0.99416407558,0.971013063121,0.97033878752,0.970579074764
5,0,10,average,0.9937118948,0.969446521294,0.968072907506,0.968515189184
5,0,100,average,0.986658696952,0.93824397921,0.932182388641,0.933561011689
5,0,20,average,0.992276422764,0.96282240396,0.960755086955,0.961358637989
5,0,30,average,0.991009086561,0.957020900619,0.95429954533,0.955024689474
5,0,5,average,0.994308262585,0.972104371069,0.971075426637,0.971420971955
5,0,50,average,0.989240884638,0.949250360903,0.945373728077,0.946334583136
5,1,1,average,0.848995215311,0.23992688003,0.237634677567,0.238741930126
5,1,10,average,0.855485105874,0.249215476509,0.268651607839,0.257634003787
5,1,100,average,0.859493065519,0.255423433812,0.287326955482,0.263579486202
5,1,20,average,0.856978830283,0.251510622686,0.275809934001,0.261145215549
5,1,30,average,0.857655502392,0.251905131882,0.279009120584,0.262018677842
5,1,5,average,0.854116802298,0.248758240475,0.262256953748,0.254914071901
5,1,50,average,0.858349282297,0.252858372105,0.282159641371,0.262578326729
5,10,1,average,0.982737597131,0.912601463346,0.912650431286,0.912524441844
5,10,10,average,0.985765550239,0.928205475556,0.928055205254,0.927897134811
5,10,100,average,0.981057163358,0.905449395396,0.904229127489,0.904233756951
5,10,20,average,0.984867320105,0.923854540179,0.923550999822,0.923401354632
5,10,30,average,0.984188494199,0.92067535158,0.920135076425,0.920015803191
5,10,5,average,0.985792872519,0.928304964147,0.92815845483,0.928008530837
5,10,50,average,0.983066252093,0.915243356662,0.914476558635,0.91439313592
5,100,1,average,0.994694072658,0.973504030399,0.973110472683,0.973254477462
5,100,10,average,0.994550669216,0.973253768824,0.972331471165,0.972653480247
5,100,100,average,0.987882409178,0.942839442518,0.938477909618,0.939542458654
5,100,20,average,0.993022700119,0.966015473853,0.964583643465,0.965038291468
5,100,30,average,0.992226740014,0.962305321367,0.960563102798,0.961096157003
5,100,5,average,0.995120200933,0.975941934641,0.975229145578,0.975489326591
5,100,50,average,0.990508069337,0.954595456793,0.951811530599,0.952576588417
5,20,1,average,0.993590050227,0.9677022658,0.967672771806,0.967666165168
5,20,10,average,0.993877062904,0.969315621977,0.969107465664,0.969160226278
5,20,100,average,0.98900047824,0.945663161688,0.944385333373,0.944711874886
5,20,20,average,0.992826398852,0.964228718071,0.963811646722,0.963925667698
5,20,30,average,0.992203754634,0.961113920893,0.960666093709,0.960772710118
5,20,5,average,0.994239273336,0.971056289354,0.970907122188,0.970952556799
5,20,50,average,0.990772173082,0.954176490882,0.953423543438,0.953607481936
5,3,1,average,0.887173965063,0.427540113646,0.42784069332,0.42767348207
5,3,10,average,0.900059801459,0.488224103046,0.49237600277,0.489533581567
5,3,100,average,0.906108786611,0.518595705663,0.522717545834,0.517685968745
5,3,20,average,0.902869440459,0.502057735471,0.506458996234,0.502886717404
5,3,30,average,0.904235463029,0.509099189049,0.513375012534,0.509218866955
5,3,5,average,0.896508847441,0.470464118279,0.474557981348,0.472145367542
5,3,50,average,0.905467161144,0.515390560272,0.519475638094,0.514878949397
5,30,1,average,0.995148183556,0.975647764827,0.975518419507,0.975562246917
5,30,10,average,0.9950041831,0.975078761538,0.974763226456,0.974875946689
5,30,100,average,0.98981348637,0.950309188023,0.948447102143,0.948957734436
5,30,20,average,0.99399808704,0.970245252239,0.96972219284,0.969888954004
5,30,30,average,0.993115812119,0.965966012094,0.965212939943,0.965451462347
5,30,5,average,0.995599665192,0.977923194998,0.977782961723,0.977821346411
5,30,50,average,0.991873804971,0.959946721346,0.958964667982,0.959236559164
5,5,1,average,0.937733142037,0.684828382152,0.684881850004,0.684777787551
5,5,10,average,0.950705572829,0.751512054409,0.750881100837,0.750125285432
5,5,100,average,0.950598086124,0.75212557967,0.750245080951,0.749103574335
5,5,20,average,0.951942618051,0.758385036751,0.75716118124,0.75637605382
5,5,30,average,0.951967468006,0.758768137169,0.757330666454,0.756541907628
5,5,5,average,0.947996651118,0.737165853548,0.737034030179,0.736451921617
5,5,50,average,0.951805788089,0.758272245306,0.756554306647,0.755560157059
5,50,1,average,0.995194261805,0.975932929916,0.975732140383,0.975801151848
5,50,10,average,0.99502808653,0.975411314299,0.974836784104,0.975046547671
5,50,100,average,0.989357885926,0.948676293263,0.946091357901,0.94677278103
5,50,20,average,0.99399808704,0.970479795681,0.969657110939,0.969928186136
5,50,30,average,0.993089430894,0.966060495021,0.965033281405,0.965368559496
5,50,5,average,0.995577865424,0.978034441845,0.977621385847,0.977776522635
5,50,50,average,0.991724467831,0.959611598327,0.958083419793,0.95852961475
